episode,revenue
196,1249777.5
197,386280.0
198,572040.0
199,613440.0
200,1157720.0
201,1718910.0
202,1919403.75
203,590940.0
204,398520.0
205,361440.0
206,1950630.0
207,497160.0
208,1661400.0
209,530730.0
210,561330.0
211,2261023.75
212,357030.0
213,539550.0
214,3041360.0
215,403020.0
216,1124373.75
217,484110.0
218,580050.0
219,1727962.5
220,2640960.0
221,1577910.0
222,623070.0
223,482400.0
224,386640.0
225,358920.0
226,616320.0
227,3470682.5
228,303570.0
229,433710.0
230,1379950.0
231,0.0
232,936135.0
233,606690.0
234,2793840.0
235,2455131.25
236,478080.0
237,2019118.75
238,416880.0
239,535860.0
240,477810.0
241,543240.0
242,1287052.5
243,377280.0
244,398880.0
245,597780.0
246,2451585.0
247,367740.0
248,4663571.25
249,3531900.0
250,2062972.5
251,1041836.25
252,443790.0
253,2691360.0
254,645930.0
255,1836633.75
256,1973150.0
257,365850.0
258,644670.0
259,2689680.0
260,470880.0
261,3258552.5
262,838652.5
263,387360.0
264,507420.0
265,433890.0
266,1892720.0
267,2117360.0
268,1425396.25
269,686700.0
270,378090.0
271,520380.0
272,549540.0
273,531180.0
274,544050.0
275,412110.0
276,428310.0
277,862680.0
278,3564830.0
279,0.0
280,597060.0
281,283770.0
282,1024500.0
283,1650675.0
284,472410.0
285,2127417.5
286,458820.0
287,1088750.0
288,1269746.25
289,680760.0
290,118182.5
291,2698020.0
292,289260.0
293,1589250.0
294,466920.0
295,496350.0
296,305730.0
297,1845042.5
298,537660.0
299,380880.0
300,4140690.0
301,380880.0
302,2646176.25
303,342630.0
304,3872638.75
305,464850.0
306,530460.0
307,371160.0
308,1175230.0
309,4132147.5
310,446580.0
311,1352283.75
312,1843570.0
313,464310.0
314,426510.0
315,379260.0
316,0.0
317,1705220.0
318,1253927.5
319,1518787.5
320,342720.0
321,369270.0
322,414540.0
323,446490.0
324,374760.0
325,1626007.5
326,445410.0
327,397620.0
328,2794068.75
329,547650.0
330,3185017.5
331,450270.0
332,611100.0
333,3775030.0
334,1657132.5
335,408510.0
336,2606325.0
337,437850.0
338,333960.0
339,2694656.25
340,548730.0
341,985318.75
342,573570.0
343,1232737.5
344,430200.0
345,0.0
346,526140.0
347,1786142.5
348,1899320.0
349,522900.0
350,698400.0
351,282510.0
352,380250.0
353,1828250.0
354,423810.0
355,529920.0
356,1791170.0
357,557910.0
358,1789450.0
359,2290380.0
360,2539326.25
361,2153547.5
362,326610.0
363,1711768.75
364,422280.0
365,1678625.0
366,503910.0
367,572760.0
368,2358208.75
369,352800.0
370,477630.0
371,1576727.5
372,532260.0
373,3922240.0
374,777450.0
375,916500.0
376,1168837.5
377,2646150.0
378,3008883.75
379,657000.0
380,1677913.75
381,1399043.75
382,495990.0
383,461160.0
384,421470.0
385,468270.0
386,645000.0
387,528120.0
388,1454523.75
389,492300.0
390,489690.0
391,466110.0
392,305910.0
393,2111525.0
394,548100.0
395,430560.0
396,521820.0
397,1906125.0
398,526955.0
399,657475.0
400,461070.0
401,362070.0
402,3702655.0
403,369450.0
404,2849840.0
405,3389730.0
406,2739520.0
407,385200.0
408,281790.0
409,505170.0
410,2016472.5
411,2925857.5
412,1658520.0
413,2955956.25
414,397350.0
415,476820.0
416,2147600.0
417,2799550.0
418,1961120.0
419,2411012.5
420,459900.0
421,1416025.0
422,1226400.0
423,3272640.0
424,603360.0
425,476730.0
426,523890.0
427,2708253.75
428,793691.25
429,2423120.0
430,693540.0
431,1615250.0
432,487710.0
433,603720.0
434,556920.0
435,825272.5
436,585360.0
437,2810063.75
438,0.0
439,852275.0
440,2365440.0
441,484740.0
442,1375447.5
443,605160.0
444,486450.0
445,1536873.75
446,2390897.5
447,3241280.0
448,2429625.0
449,2154372.5
450,2278432.5
451,2755626.25
452,2844092.5
453,1442662.5
454,2726550.0
455,1737315.0
456,2870560.0
457,483570.0
458,484290.0
459,2970877.5
460,2636952.5
461,1105650.0
462,1327900.0
463,3850140.0
464,482670.0
465,554580.0
466,2619031.25
467,2721040.0
468,654210.0
469,1956378.75
470,2770050.0
471,2004600.0
472,520470.0
473,724525.0
474,1812067.5
475,1116000.0
476,633060.0
477,3056010.0
478,2211251.25
479,2498720.0
480,1889877.5
481,2516502.5
482,1884800.0
483,501840.0
484,1380745.0
485,525240.0
486,2154975.0
487,2329810.0
488,814991.25
489,1562925.0
490,2036578.75
491,3055980.0
492,1837920.0
493,2034072.5
494,3832500.0
495,2495920.0
496,861518.75
497,444060.0
498,1947680.0
499,511560.0
500,2350815.0
501,593280.0
502,3117177.5
503,407160.0
504,3063760.0
505,2796812.5
506,635760.0
507,1943825.0
508,665550.0
509,1596500.0
510,1645603.75
511,3023050.0
512,483030.0
513,3169351.25
514,568350.0
515,2759120.0
516,2572415.0
517,798053.75
518,510390.0
519,1298235.0
520,568890.0
521,2307755.0
522,1070550.0
523,2203687.5
524,1656187.5
525,418320.0
526,2663920.0
527,518245.0
528,2887505.0
529,922290.0
530,91245.0
531,2024400.0
532,2051115.0
533,2264715.0
534,1771840.0
535,1706320.0
536,1093860.0
537,3682500.0
538,480150.0
539,2872192.5
540,2642080.0
541,2555530.0
542,2955900.0
543,488700.0
544,3210510.0
545,3022320.0
546,2301020.0
547,2031956.25
548,2476500.0
549,2218695.0
550,2828610.0
551,3242195.0
552,3602795.0
553,537840.0
554,960363.75
555,373410.0
556,3678701.25
557,3390367.5
558,1165406.25
559,1863480.0
560,636120.0
561,2530811.25
562,541350.0
563,536220.0
564,1966523.75
565,3170720.0
566,352440.0
567,456480.0
568,2564700.0
569,997295.0
570,2336457.5
571,2690655.0
572,3289113.75
573,2409508.75
574,1090125.0
575,454410.0
576,831765.0
577,435600.0
578,2037915.0
579,3136350.0
580,1576510.0
581,739637.5
582,5019520.0
583,3276787.5
584,2282480.0
585,1962113.75
586,1765500.0
587,444240.0
588,3037440.0
589,2242925.0
590,407192.5
591,446220.0
592,1043900.0
593,601650.0
594,3341520.0
595,4671826.25
596,2117000.0
597,429840.0
598,1311190.0
599,1180031.25
600,1097216.25
601,909755.0
602,638100.0
603,463770.0
604,478080.0
605,498060.0
606,3634487.5
607,1872325.0
608,452250.0
609,1057540.0
610,3674010.0
611,3868222.5
612,3164895.0
613,413100.0
614,864000.0
615,1993471.25
616,590220.0
617,559980.0
618,3447090.0
619,2158880.0
620,893392.5
621,3720262.5
622,473130.0
623,526500.0
624,2529755.0
625,1943310.0
626,1051700.0
627,615330.0
628,3323895.0
629,1102130.0
630,4265230.0
631,2778940.0
632,1411232.5
633,3161362.5
634,3902670.0
635,2759737.5
636,2188871.25
637,974050.0
638,2363006.25
639,2372197.5
640,2283075.0
641,1625540.0
642,1827737.5
643,2067536.25
644,3163997.5
645,132000.0
646,752675.0
647,524610.0
648,1219158.75
649,2844903.75
650,2024687.5
651,2959785.0
652,3916622.5
653,3163668.75
654,1847251.25
655,2701301.25
656,1666225.0
657,611190.0
658,3016907.5
659,1301680.0
660,2560072.5
661,3615723.75
662,3119268.75
663,227212.5
664,2848980.0
665,1186098.75
666,2422560.0
667,4349070.0
668,2260136.25
669,1860581.25
670,1077132.5
671,559620.0
672,4589420.0
673,534600.0
674,1227412.5
675,614430.0
676,2154372.5
677,575820.0
678,1817760.0
679,1677913.75
680,2625885.0
681,337140.0
682,2513840.0
683,1807006.25
684,2388400.0
685,2179102.5
686,1966815.0
687,1241257.5
688,3540110.0
689,1965667.5
690,2040765.0
691,1251250.0
692,757583.75
693,3885927.5
694,907912.5
695,3515012.5
696,1157685.0
697,3806385.0
698,2503986.25
699,522720.0
700,3359406.25
701,3155567.5
702,1069771.25
703,3415500.0
704,2561387.5
705,1179472.5
706,3222180.0
707,2919231.25
708,1185305.0
709,2585660.0
710,4042430.0
711,1312500.0
712,2227297.5
713,711450.0
714,2732025.0
715,503100.0
716,1159925.0
717,520422.5
718,1451062.5
719,3029675.0
720,3036295.0
721,2994322.5
722,2376640.0
723,923803.75
724,537120.0
725,2066447.5
726,2109731.25
727,3210672.5
728,304380.0
729,2870567.5
730,594405.0
731,2418262.5
732,3289000.0
733,927615.0
734,2871375.0
735,1557400.0
736,1620417.5
737,2159987.5
738,799815.0
739,1855230.0
740,1033862.5
741,1743170.0
742,2912355.0
743,2773680.0
744,2280821.25
745,376920.0
746,2233800.0
747,2718427.5
748,2635775.0
749,3679706.25
750,2184688.75
751,549270.0
752,3271312.5
753,2701000.0
754,374220.0
755,1862712.5
756,1964105.0
757,632420.0
758,1807680.0
759,479700.0
760,2426270.0
761,540000.0
762,2601537.5
763,2004380.0
764,1269287.5
765,598410.0
766,1310267.5
767,2679678.75
768,1590300.0
769,2729902.5
770,1510410.0
771,4759830.0
772,521460.0
773,3223862.5
774,462690.0
775,3207498.75
776,2685487.5
777,1961767.5
778,3423090.0
779,1475500.0
780,1169825.0
781,2271940.0
782,1544252.5
783,3087157.5
784,2339333.75
785,3126890.0
786,1281075.0
787,3267160.0
788,2905630.0
789,4776346.25
790,4511400.0
791,4291487.5
792,3593970.0
793,3045012.5
794,3130535.0
795,541080.0
796,1042648.75
797,1881855.0
798,703332.5
799,330750.0
800,763980.0
801,2324341.25
802,2399027.5
803,1167140.0
804,1780106.25
805,2257622.5
806,235042.5
807,481230.0
808,2935512.5
809,1741025.0
810,1089165.0
811,397393.75
812,3346110.0
813,1571325.0
814,2270662.5
815,1787891.25
816,2947246.25
817,2817800.0
818,1830885.0
819,548370.0
820,4026825.0
821,1428560.0
822,1819125.0
823,1558305.0
824,3402947.5
825,1111577.5
826,339300.0
827,3052567.5
828,1043966.25
829,1442542.5
830,4208655.0
831,2886197.5
832,2645346.25
833,1223647.5
834,1201432.5
835,795347.5
836,3746725.0
837,2613960.0
838,1634380.0
839,3878980.0
840,3095195.0
841,972586.25
842,2440732.5
843,2853387.5
844,3931510.0
845,3511393.75
846,2689706.25
847,4056975.0
848,919147.5
849,1645647.5
850,1454320.0
851,2547710.0
852,3898200.0
853,3464253.75
854,3832483.75
855,3890310.0
856,377280.0
857,1668160.0
858,2974450.0
859,1972827.5
860,2931011.25
861,3502743.75
862,3288790.0
863,2071666.25
864,1438815.0
865,524520.0
866,3496451.25
867,1951850.0
868,0.0
869,1842872.5
870,2930307.5
871,3450248.75
872,2534460.0
873,2591225.0
874,567810.0
875,1549520.0
876,1677893.75
877,2106720.0
878,3866546.25
879,3076052.5
880,1315600.0
881,2231887.5
882,2678213.75
883,2703510.0
884,2389275.0
885,1308010.0
886,956103.75
887,2859570.0
888,2153095.0
889,2378270.0
890,2108081.25
891,3134437.5
892,3123908.75
893,1889662.5
894,2182320.0
895,1699447.5
896,2513025.0
897,2583900.0
898,2850075.0
899,407160.0
900,2779245.0
901,3330456.25
902,1949951.25
903,408960.0
904,2647350.0
905,636870.0
906,966535.0
907,556920.0
908,3324307.5
909,508140.0
910,5013195.0
911,2357143.75
912,2320640.0
913,2023546.25
914,3904631.25
915,3138410.0
916,2231573.75
917,3289882.5
918,990716.25
919,2265200.0
920,1821600.0
921,2495418.75
922,487440.0
923,2828572.5
924,427410.0
925,2576805.0
926,2652250.0
927,650070.0
928,2678000.0
929,2872815.0
930,1066757.5
931,583920.0
932,2977762.5
933,1580728.75
934,1442096.25
935,2315506.25
936,3269516.25
937,3499875.0
938,0.0
939,3659162.5
940,2062972.5
941,849870.0
942,529132.5
943,1047086.25
944,1162870.0
945,4052020.0
946,1042600.0
947,3140331.25
948,2521977.5
949,1771162.5
950,2998010.0
951,3023050.0
952,2114510.0
953,3505825.0
954,0.0
955,1051850.0
956,2232496.25
957,2273310.0
958,2027757.5
959,3186195.0
960,2045680.0
961,3419295.0
962,2291210.0
963,1978258.75
964,1347861.25
965,4103662.5
966,2946487.5
967,3387420.0
968,1458251.25
969,961042.5
970,2699732.5
971,1448932.5
972,3661612.5
973,1524960.0
974,1345140.0
975,3915270.0
976,1420962.5
977,581310.0
978,1251621.25
979,2748637.5
980,2565095.0
981,471643.75
982,2976658.75
983,2949706.25
984,2709700.0
985,2773890.0
986,2661052.5
987,3757668.75
988,1629321.25
989,2831068.75
990,695233.75
991,2481087.5
992,3279257.5
993,871000.0
994,1302275.0
995,3163666.25
996,1781825.0
997,2471743.75
998,3747962.5
999,1557725.0
1000,1306107.5
1001,818452.5
1002,3084598.75
1003,1763898.75
1004,2603677.5
1005,5252130.0
1006,1990495.0
1007,1981525.0
1008,1377278.75
1009,2070462.5
1010,3626275.0
1011,3642951.25
1012,1619475.0
1013,1808240.0
1014,4107596.25
1015,993850.0
1016,3410330.0
1017,2116277.5
1018,2434550.0
1019,2638950.0
1020,1302720.0
1021,3147776.25
1022,2298800.0
1023,1785550.0
1024,3202980.0
1025,3292800.0
1026,3353618.75
1027,1896876.25
1028,2698381.25
1029,1828011.25
1030,543600.0
1031,1241857.5
1032,2970768.75
1033,1873756.25
1034,832297.5
1035,2480175.0
1036,1062521.25
1037,611617.5
1038,2459811.25
1039,2736268.75
1040,2553497.5
1041,2346256.25
1042,2894640.0
1043,0.0
1044,1322750.0
1045,1920812.5
1046,1948455.0
1047,3026240.0
1048,2492600.0
1049,1809011.25
1050,3686500.0
1051,2241067.5
1052,1150942.5
1053,1415050.0
1054,347400.0
1055,1872540.0
1056,2468656.25
1057,2504722.5
1058,2455040.0
1059,2038370.0
1060,2439163.75
1061,2726925.0
1062,2161600.0
1063,1098281.25
1064,1774795.0
1065,2170575.0
1066,1829562.5
1067,3423562.5
1068,4037085.0
1069,1877181.25
1070,702367.5
1071,845077.5
1072,4202975.0
1073,1424800.0
1074,5406732.5
1075,1566320.0
1076,3484845.0
1077,1392985.0
1078,1462928.75
1079,2571721.25
1080,1210905.0
1081,816753.75
1082,3680025.0
1083,1211231.25
1084,2698245.0
1085,2919840.0
1086,2152710.0
1087,2462837.5
1088,515700.0
1089,1992412.5
1090,1796450.0
1091,3851010.0
1092,3112537.5
1093,3457650.0
1094,2128027.5
1095,1231672.5
1096,3229131.25
1097,1254500.0
1098,1151897.5
1099,394127.5
1100,3391261.25
1101,2486400.0
1102,3637828.75
1103,2213120.0
1104,3305026.25
1105,3261587.5
1106,2565518.75
1107,845887.5
1108,1114100.0
1109,3203102.5
1110,3920947.5
1111,411570.0
1112,1582856.25
1113,1095275.0
1114,2080688.75
1115,1688400.0
1116,1779792.5
1117,1560113.75
1118,2071197.5
1119,2329593.75
1120,3210165.0
1121,3127781.25
1122,2176390.0
1123,2248268.75
1124,2777650.0
1125,3663687.5
1126,3221120.0
1127,2727615.0
1128,1379973.75
1129,2684575.0
1130,2616525.0
1131,2055880.0
1132,607500.0
1133,2403092.5
1134,2386451.25
1135,1634075.0
1136,1236950.0
1137,3910680.0
1138,1848560.0
1139,536580.0
1140,2386510.0
1141,3425750.0
1142,3470381.25
1143,1722930.0
1144,2369988.75
1145,1887515.0
1146,812125.0
1147,1324166.25
1148,3051440.0
1149,2609118.75
1150,1721793.75
1151,2755170.0
1152,1689713.75
1153,2885675.0
1154,1590536.25
1155,2236781.25
1156,1083023.75
1157,1914425.0
1158,1365975.0
1159,1482525.0
1160,624452.5
1161,1809950.0
1162,4339611.25
1163,1436861.25
1164,1049100.0
1165,420840.0
1166,2552262.5
1167,1382737.5
1168,3217590.0
1169,1512257.5
1170,1127198.75
1171,1271503.75
1172,4216820.0
1173,1351485.0
1174,2099785.0
1175,1513730.0
1176,3016870.0
1177,3109725.0
1178,2300557.5
1179,1044111.25
1180,4071590.0
1181,3706602.5
1182,2576137.5
1183,1624260.0
1184,1758900.0
1185,2762235.0
1186,1755120.0
1187,980708.75
1188,1561280.0
1189,3395811.25
1190,988487.5
1191,1148400.0
1192,1216496.25
1193,1506537.5
1194,2437287.5
1195,3189670.0
1196,2804568.75
1197,2083587.5
1198,402837.5
1199,1693440.0
1200,1871510.0
1201,861400.0
1202,2255397.5
1203,1089525.0
1204,1128498.75
1205,580500.0
1206,1605087.5
1207,2026052.5
1208,1039440.0
1209,2066447.5
1210,863182.5
1211,2796457.5
1212,1376512.5
1213,986407.5
1214,3151115.0
1215,3192345.0
1216,2206425.0
1217,2531306.25
1218,2941120.0
1219,2498731.25
1220,2000033.75
1221,767066.25
1222,819775.0
1223,2837587.5
1224,2892847.5
1225,1497390.0
1226,2580806.25
1227,1942963.75
1228,1966282.5
1229,3797268.75
1230,2888265.0
1231,2477617.5
1232,1472096.25
1233,1441983.75
1234,677025.0
1235,2616200.0
1236,829901.25
1237,668015.0
1238,1907125.0
1239,2102960.0
1240,2262087.5
1241,133110.0
1242,2946185.0
1243,1011725.0
1244,926938.75
1245,1382447.5
1246,1808242.5
1247,1574070.0
1248,2883440.0
1249,3567300.0
1250,3472130.0
1251,2944480.0
1252,2476728.75
1253,2373412.5
1254,1642480.0
1255,1684856.25
1256,2907451.25
1257,963300.0
1258,1658150.0
1259,1817268.75
1260,1361731.25
1261,1631643.75
1262,1412125.0
1263,2072000.0
1264,1268393.75
1265,963900.0
1266,2324710.0
1267,2487202.5
1268,1537562.5
1269,1950818.75
1270,2794390.0
1271,2315440.0
1272,989385.0
1273,1658720.0
1274,1340462.5
1275,3058912.5
1276,2914312.5
1277,2086000.0
1278,2974320.0
1279,3736398.75
1280,837675.0
1281,1625730.0
1282,2187262.5
1283,2112530.0
1284,3234262.5
1285,2665647.5
1286,1988350.0
1287,2754037.5
1288,2305520.0
1289,2898100.0
1290,4015102.5
1291,1150338.75
1292,2141235.0
1293,1843700.0
1294,390861.25
1295,1758790.0
1296,1088750.0
1297,885492.5
1298,3955500.0
1299,383310.0
1300,2199050.0
1301,1743885.0
1302,3910115.0
1303,1658520.0
1304,802408.75
1305,3039976.25
1306,1812225.0
1307,3905055.0
1308,2859130.0
1309,1734605.0
1310,2552712.5
1311,1421698.75
1312,2782940.0
1313,982260.0
1314,1695583.75
1315,4049351.25
1316,600930.0
1317,1426116.25
1318,1910715.0
1319,3546033.75
1320,2636511.25
1321,2900825.0
1322,3586603.75
1323,3445942.5
1324,1998640.0
1325,870952.5
1326,819251.25
1327,2410990.0
1328,272837.5
1329,1803760.0
1330,2289272.5
1331,2692665.0
1332,2007017.5
1333,2308625.0
1334,2670637.5
1335,2726460.0
1336,2829662.5
1337,1667965.0
1338,2866162.5
1339,1534931.25
1340,2389867.5
1341,1941037.5
1342,963026.25
1343,3033213.75
1344,1188525.0
1345,3046440.0
1346,817678.75
1347,2731311.25
1348,705562.5
1349,3209557.5
1350,2677236.25
1351,2690800.0
1352,2352487.5
1353,2498143.75
1354,1422840.0
1355,2726800.0
1356,967412.5
1357,2481270.0
1358,1026393.75
1359,1893375.0
1360,1488480.0
1361,1610172.5
1362,2919840.0
1363,2212000.0
1364,3075948.75
1365,2250550.0
1366,3293212.5
1367,2087133.75
1368,4434478.75
1369,1854125.0
1370,3312480.0
1371,4917731.25
1372,0.0
1373,1917931.25
1374,4583637.5
1375,4081890.0
1376,3991357.5
1377,2278512.5
1378,4439500.0
1379,4055150.0
1380,4467141.25
1381,2436018.75
1382,3815120.0
1383,1665127.5
1384,1706332.5
1385,2222850.0
1386,222000.0
1387,2984231.25
1388,2563670.0
1389,700800.0
1390,1374002.5
1391,2375237.5
1392,1406237.5
1393,2696960.0
1394,3062190.0
1395,3660037.5
1396,2330600.0
1397,1242800.0
1398,1838480.0
1399,3867175.0
1400,3429452.5
1401,2018265.0
1402,1747278.75
1403,1074318.75
1404,2128307.5
1405,2720230.0
1406,1274377.5
1407,4451771.25
1408,1932920.0
1409,2464481.25
1410,1920800.0
1411,2055125.0
1412,1830080.0
1413,1835562.5
1414,1395416.25
1415,424500.0
1416,1869280.0
1417,3531465.0
1418,2028070.0
1419,2301525.0
1420,2742531.25
1421,2813237.5
1422,838687.5
1423,1981950.0
1424,2714553.75
1425,3295475.0
1426,520650.0
1427,800150.0
1428,0.0
1429,2462880.0
1430,1483047.5
1431,1674075.0
1432,2655375.0
1433,1567476.25
1434,2772000.0
1435,2947125.0
1436,3406462.5
1437,1778780.0
1438,1438916.25
1439,1350050.0
1440,1592312.5
1441,2986417.5
1442,969230.0
1443,2875635.0
1444,2803342.5
1445,3787500.0
1446,1672330.0
1447,725942.5
1448,1024725.0
1449,2596893.75
1450,3877950.0
1451,2039520.0
1452,2836400.0
1453,1589575.0
1454,2503036.25
1455,1489822.5
1456,1136655.0
1457,3241200.0
1458,2356695.0
1459,2221252.5
1460,1966250.0
1461,3750375.0
1462,2842661.25
1463,1010430.0
1464,3393181.25
1465,1716400.0
1466,487142.5
1467,1380612.5
1468,2805600.0
1469,1071330.0
1470,2628000.0
1471,1499782.5
1472,1510187.5
1473,3673147.5
1474,3703920.0
1475,3902415.0
1476,3724875.0
1477,2339493.75
1478,4142262.5
1479,1257765.0
1480,2600625.0
1481,3588482.5
1482,3672900.0
1483,635030.0
1484,468050.0
1485,2392252.5
1486,1366200.0
1487,2805112.5
1488,2547450.0
1489,1399611.25
1490,3798640.0
1491,1747850.0
1492,2502513.75
1493,1035897.5
1494,4107853.75
1495,3358367.5
1496,1352650.0
1497,2105320.0
1498,3291030.0
1499,2777993.75
1500,1863125.0
1501,2719281.25
1502,2364475.0
1503,1696365.0
1504,2287637.5
1505,322112.5
1506,1508640.0
1507,2548763.75
1508,2604937.5
1509,2827620.0
1510,2354250.0
1511,2084320.0
1512,2034450.0
1513,3030160.0
1514,2127980.0
1515,2791123.75
1516,1829520.0
1517,2497083.75
1518,2096810.0
1519,2932483.75
1520,2093895.0
1521,2147181.25
1522,721443.75
1523,1253151.25
1524,1296675.0
1525,2353791.25
1526,1631550.0
1527,2904506.25
1528,3030637.5
1529,564000.0
1530,2056890.0
1531,1143543.75
1532,4307168.75
1533,3519928.75
1534,2276300.0
1535,2966772.5
1536,2071500.0
1537,2350373.75
1538,3621162.5
1539,372352.5
1540,1342165.0
1541,1711360.0
1542,1300610.0
1543,1828500.0
1544,387812.5
1545,1297912.5
1546,931052.5
1547,3080560.0
1548,2487371.25
1549,1251922.5
1550,1318190.0
1551,3252016.25
1552,1141218.75
1553,1406066.25
1554,1316340.0
1555,1142212.5
1556,2125240.0
1557,1123730.0
1558,826440.0
1559,2412260.0
1560,2729306.25
1561,3443330.0
1562,1315552.5
1563,1990495.0
1564,1738147.5
1565,2942791.25
1566,2397045.0
1567,1289481.25
1568,4028875.0
1569,1728980.0
1570,3099762.5
1571,3744211.25
1572,3277700.0
1573,974312.5
1574,2453460.0
1575,2933440.0
1576,2737935.0
1577,4055110.0
1578,3381118.75
1579,1457775.0
1580,2705175.0
1581,2264006.25
1582,1153395.0
1583,1492597.5
1584,480138.75
1585,3729375.0
1586,1382100.0
1587,1244240.0
1588,1894371.25
1589,2089920.0
1590,2099467.5
1591,1315275.0
1592,916035.0
1593,1219792.5
1594,2081412.5
1595,2877813.75
1596,2937206.25
1597,3086190.0
1598,1001840.0
1599,2686477.5
1600,2603700.0
1601,2616137.5
1602,2954571.25
1603,2409750.0
1604,1877310.0
1605,2385281.25
1606,2669642.5
1607,1382777.5
1608,2082115.0
1609,1922456.25
1610,2293200.0
1611,1670787.5
1612,2978290.0
1613,2683500.0
1614,1438916.25
1615,689456.25
1616,2558917.5
1617,1200787.5
1618,2830882.5
1619,2483825.0
1620,1346601.25
1621,3972100.0
1622,1655275.0
1623,2751366.25
1624,2531740.0
1625,2764160.0
1626,1220008.75
1627,3378210.0
1628,3420050.0
1629,1888110.0
1630,3030720.0
1631,1668225.0
1632,4642430.0
1633,2680012.5
1634,2282560.0
1635,2884000.0
1636,1452735.0
1637,2785530.0
1638,2226500.0
1639,3138660.0
1640,3597952.5
1641,2240187.5
1642,1615837.5
1643,2303150.0
1644,1689105.0
1645,1487525.0
1646,2147181.25
1647,2837370.0
1648,3185753.75
1649,3870825.0
1650,2700087.5
1651,3190531.25
1652,2197300.0
1653,2595040.0
1654,2635475.0
1655,2800785.0
1656,1708260.0
1657,4150507.5
1658,3426437.5
1659,538375.0
1660,1134477.5
1661,1491642.5
1662,1080975.0
1663,2584237.5
1664,1111825.0
1665,2414340.0
1666,942480.0
1667,1104160.0
1668,2293706.25
1669,1516735.0
1670,870587.5
1671,4166387.5
1672,2472460.0
1673,1993976.25
1674,3522600.0
1675,782595.0
1676,2410240.0
1677,2298572.5
1678,3860440.0
1679,1027582.5
1680,2568040.0
1681,3251550.0
1682,1659285.0
1683,1496500.0
1684,1823152.5
1685,2099785.0
1686,1102292.5
1687,3034968.75
1688,2358160.0
1689,3129915.0
1690,2244826.25
1691,3317672.5
1692,2631543.75
1693,975205.0
1694,1373292.5
1695,2873700.0
1696,2892037.5
1697,2082296.25
1698,1661662.5
1699,1726270.0
1700,1872610.0
1701,3480960.0
1702,2627231.25
1703,454230.0
1704,1619750.0
1705,3187962.5
1706,1944537.5
1707,988400.0
1708,2124890.0
1709,1275975.0
1710,566865.0
1711,4572750.0
1712,2136157.5
1713,2411513.75
1714,2349760.0
1715,3202640.0
1716,569590.0
1717,2200275.0
1718,4105337.5
1719,0.0
1720,4327030.0
1721,2562243.75
1722,3591786.25
1723,2920703.75
